semester,pickuplocation,processinglocation,courseid,aresitemid,currentstatus,currentstatusdate,deptfinal,coursenumber,coursetitle,instructordisplayname,instructor,itembarcode,url,itemtitle,author,publisher,itemtype,itemformat,documenttype,typeofreserve,shelflocation,callnumber,articletitle,volume,issue,journalyear,journalmonth,pages,numberofusers,totalclicks
Fall 2024,LAW,LAW,35840,259588,Item Available at Reserve Desk,27-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924120684620,,Comparative law and economics,"edited by Theodore Eisenberg, formely Cornell University, USA; Giovanni B. Ramello, Universitá del Piemonte Orientale and International Programme IEL-Institutions, Economics and Law, Italy",Edward Elgar Publishing,MON,Book,HardCopy,Physical Reserve,Law Library,K487.E3 C664 2016,,,,,,,0,
Fall 2024,LAW,LAW,35840,259031,Item Available on Electronic Reserves,22-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924111417808,15DD6BC5.pdf,German legal system & laws,"Nigel G. Foster, Satish Sule ; foreword by Axel Boetticher",Oxford University Press,MON,Book,PDF,E-Reserve,Law Library Reserve,KK147 .F75 2010,,,,,,,3,5
Fall 2024,E-RESERVE,LAW,35840,259032,Item Available on Electronic Reserves,22-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924111417808,15DD6BC5.pdf,German legal system & laws,"Nigel G. Foster, Satish Sule ; foreword by Axel Boetticher",Oxford University Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KK147 .F75 2010,,,,,,452-461,4,6
Fall 2024,E-RESERVE,LAW,35840,259034,Item Available on Electronic Reserves,22-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924111417808,15DD6BC7.pdf,German legal system & laws,"Nigel G. Foster, Satish Sule ; foreword by Axel Boetticher",Oxford University Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KK147 .F75 2010,,,,,,473-475,3,6
Fall 2024,E-RESERVE,LAW,35840,259033,Item Available on Electronic Reserves,22-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924111417808,15DD6BC6.pdf,German legal system & laws,"Nigel G. Foster, Satish Sule ; foreword by Axel Boetticher",Oxford University Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KK147 .F75 2010,,,,,,481-491,3,5
Fall 2024,LAW,LAW,35840,259585,Item Available at Reserve Desk,27-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924130473972,,Introduction to comparative law,by Konrad Zweigert and Hein Kötz ; translated from the German by Tony Weir,Clarendon Press,MON,Book,HardCopy,Physical Reserve,Law Library Reserve,K583 .Z97 1998,,,,,,,0,
Fall 2024,LAW,LAW,35840,259587,Item Available at Reserve Desk,27-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924130473972,,Introduction to comparative law,by Konrad Zweigert and Hein Kötz ; translated from the German by Tony Weir,Clarendon Press,MON,Book,HardCopy,Physical Reserve,Law Library,K583 .Z97 1998,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35840,259584,Item Available on Electronic Reserves,27-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,,https://academic.oup.com/book/39528,Japanese Law,Hiroshi Oda,,MON,Book,WebLink,E-Reserve,E-Resource,,,,,,,,3,5
Fall 2024,E-RESERVE,LAW,35840,256701,Item Available on Electronic Reserves,31-Jul-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,,15DD6B63.pdf,Japanese Law,Hiroshi Oda,Oxford University Press,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,Chapter 7,,,,,144-166,5,7
Fall 2024,E-RESERVE,LAW,35840,256702,Item Available on Electronic Reserves,31-Jul-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,,15DD6B64.pdf,Japanese Law,Hiroshi Oda,Oxford University Press,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,Chapter 9,,,,,191-199,3,7
Fall 2024,LAW,LAW,35840,257906,Item Available at Reserve Desk,14-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924126771397,,"Property Law: Comparatve, Empirical, and Economic Analyses",Yun-chien Chang,Cambridge University Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,K 720 .Z435 2023,,,,,,,0,
Fall 2024,LAW,LAW,35840,257904,Item Available at Reserve Desk,14-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924126775224,,Wesley Hohfeld A Century Later,,Cambridge University Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,KF 373 .H574 W47 2022,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35907,258639,Item Available on Electronic Reserves,19-Aug-24,LAW,Law 7964,Veterans Practicum,"Bernard, Danielle; Coughlin, Bonnie Jo; Hardwick, James",,,15DD6B9B.pdf,Disability Compensation for the Psychological Impact of Race Discrimination: Lessons From the Board of Veterans' Appeals,Evan R. Seamone,,MON,Article,PDF,E-Reserve,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4135515,,,,,,,,1,1
Fall 2024,E-RESERVE,LAW,35907,257854,Item Available on Electronic Reserves,13-Aug-24,LAW,Law 7964,Veterans Practicum,"Bernard, Danielle; Coughlin, Bonnie Jo; Hardwick, James",,,15DD6B8A.pdf,Our Veterans,Suzanne Gordon,Duke University Press,MON,BookChapter,PDF,E-Reserve,,,Chapter 2,,,,,,0,
Fall 2024,E-RESERVE,LAW,35907,257855,Item Available on Electronic Reserves,13-Aug-24,LAW,Law 7964,Veterans Practicum,"Bernard, Danielle; Coughlin, Bonnie Jo; Hardwick, James",,,15DD6B8B.pdf,Our Veterans,Suzanne Gordon,Duke University,MON,BookChapter,PDF,E-Reserve,,,Chapter 6,,,,,,0,
Fall 2024,E-RESERVE,LAW,35907,257852,Item Available on Electronic Reserves,13-Aug-24,LAW,Law 7964,Veterans Practicum,"Bernard, Danielle; Coughlin, Bonnie Jo; Hardwick, James",,,https://catalog.library.cornell.edu/catalog/15314954,Our veterans,"uzanne Gordon, Steve Early, and Jasper Craven",Duke University Press,MON,Book,WebLink,E-Reserve,E-Resource,E-Resource,,,,,,,1,1
Fall 2024,E-RESERVE,OKU,35744,255911,Item Available on Electronic Reserves,18-Jun-24,LING,"LING 1100 FWS: Language, Thought, and Reality (202","LING 1100 FWS: Language, Thought, and Reality (2024FA)","Lynch, Zander",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/179F203E0AE42652?referrer=marc,Arrival,"Denis Villeneuve, Paul Salamoff",,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,0,
Fall 2024,OLIN,OKU,35836,256681,Awaiting Media Licensing,19-Aug-24,LING,"LING 1100 FWS: Language, Thought, and Reality (202","LING 1100 FWS: Language, Thought, and Reality (2024FA)","di Lustro, Annabelle",,,,Last of us (Television program). Season 1.,Craig Mazin & Neil Druckmann,,MON,Video,WebLink,E-Reserve,,,,,,,,,0,
Fall 2024,OLIN,OKU,35836,258668,Item Available at Reserve Desk,09-Sep-24,LING,"LING 1100 FWS: Language, Thought, and Reality (202","LING 1100 FWS: Language, Thought, and Reality (2024FA)","di Lustro, Annabelle",,31924131029963,,The last of us,"produced by Cecil O'Connor, Greg Spence ; written by Craig Mazin, Neil Druckmann ; directed by Craig Mazin, Neil Druckmann, Peter Hoar, Jeremy Webb, Jasmila Žbani?, Liza Johnson and Ali Abbasi ; created for television by Craig Mazin & Neil Druckmann",SDS,MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 10177,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35836,257637,Item Available on Electronic Reserves,19-Aug-24,LING,"LING 1100 FWS: Language, Thought, and Reality (202","LING 1100 FWS: Language, Thought, and Reality (2024FA)","di Lustro, Annabelle",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/7A97E428262220BA?referrer=details,Vampire Academy,,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,18,35
Fall 2024,E-RESERVE,OKU,35836,256680,Item Available on Electronic Reserves,31-Jul-24,LING,"LING 1100 FWS: Language, Thought, and Reality (202","LING 1100 FWS: Language, Thought, and Reality (2024FA)","di Lustro, Annabelle",,,https://digitalcampus.swankmp.net/cornell303675/watch/115E3D499B7125CF?referrer=direct,Warm Bodies,Jonathan Levine,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,6,10
Fall 2024,OLIN,OKU,35801,256321,Item Available at Reserve Desk,10-Oct-24,LSP,LSP 2100,Introduction to Latinx Studies,"Castillo, Debra",,31924131501573,,Earth to tables legacies : multimedia food conversations across generations and cultures,"Deborah Barndt, Lauren E. Baker and Alexandra Gelis with the Earth to Tables Legacies Collaborators ; foreword by Robin Wall Kimmerer",Rowman & Littlefield,MON,Book,HardCopy,Physical Reserve,Olin Library,HD9000.5 .B3234 2023,,,,,,,0,
Fall 2024,OLIN,OKU,35801,256320,Item Available at Reserve Desk,22-Jul-24,LSP,LSP 2100,Introduction to Latinx Studies,"Castillo, Debra",,31924091178636,,Geographies of home,"Pérez, Loida Maritza.",,MON,Book,HardCopy,Physical Reserve,Africana,PS3566.E691335 G46x 2000,,,,,,,0,
Fall 2024,OLIN,OKU,35801,256319,Item Available at Reserve Desk,21-Jul-24,LSP,LSP 2100,Introduction to Latinx Studies,"Castillo, Debra",,31924125232573,,Keywords for Latina/o studies,"Deborah R. Vargas, Nancy Raquel Mirabal, and Lawrence La Fountain-Stokes.",,MON,Book,HardCopy,Physical Reserve,Olin,Oversize E184.S75 K48 2017 +,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36094,259284,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924074567656,http://proxy.library.cornell.edu/login?url=http://ebookcentral.proquest.com/lib/cornell/detail.action?docID=1897287,Adaptive control,"Karl Johan A?stro?m, Bjo?rn Wittenmark.","Addison-Wesley,",MON,Book,WebLink,E-Reserve,Uris,Electronic Resource,,,,,,,5,5
Fall 2024,OLIN,OKU,36094,259283,Item Available at Reserve Desk,26-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924090482591,,Advanced engineering mathematics,Michael D. Greenberg.,"Prentice Hall,",MON,Book,HardCopy,Physical Reserve,Uris,Oversize TA330 .G79 A24 1998 +,,,,,,,0,
Fall 2024,OLIN,OKU,36094,259285,Item Available at Reserve Desk,26-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924122704079,,Advanced engineering mathematics,Michael D. Greenberg.,"Prentice Hall,",MON,Book,HardCopy,Physical Reserve,Uris,Oversize TA330 .G79 A24 1998 +,,,,,,,0,
Fall 2024,OLIN,OKU,36094,259287,Item Available at Reserve Desk,24-Oct-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924131343372,,An introduction to Bayesian networks,Finn V. Jensen,Springer,MON,Book,HardCopy,Physical Reserve,Uris Library,QA279.5 .J46 1996,,text,,,,,0,
Fall 2024,E-RESERVE,OKU,36094,259275,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,,http://proxy.library.cornell.edu/login?url=http://app.knovel.com/hotlink/toc/id:kpCSDAISS1/control-system-design,Control system design :an introduction to state-space methods,Bernard Friedl;.,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,1,1
Fall 2024,E-RESERVE,OKU,36094,259286,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,,"https://search.ebscohost.com/login.aspx?custid=s9001366&groupid=main&profid=pfi&authtype=ip,guest&direct=true&db=edspub&AN=edp1442536&site=eds-live&scope=site",Graphical Models,Michael Jordan,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,1,2
Fall 2024,E-RESERVE,OKU,36094,259280,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,,http://proxy.library.cornell.edu/login?url=http://link.springer.com/openurl?genre=book&isbn=978-1-4471-3051-2,H [infinity] aerospace control design :a VSTOL flight application,R.A. Hyde.,"Springer,",MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,36094,260351,Item Available at Reserve Desk,09-Oct-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924001371610,,Introduction to mathematical statistics,[by] Robert V. Hogg [and] Allen T. Craig,Macmillan,MON,Book,HardCopy,Physical Reserve,Mathematics Library,QA276 .H71 1970,,,,,,,0,
Fall 2024,OLIN,OKU,36094,259282,Item Available at Reserve Desk,28-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924128852815,,Linear algebra and its applications,Gilbert Strang.,"Thomson, Brooks/Cole,",MON,Book,HardCopy,Physical Reserve,Math,QA184 .S8 2006,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36094,259281,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924108057443,http://proxy.library.cornell.edu/login?url=http://link.springer.com/openurl?genre=book&isbn=978-1-4614-7629-0,Linear programming :foundations and extensions,Robert J. V;erbei.,"Springer,",MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,36094,259276,Item Available at Reserve Desk,26-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924108343868,,Matlab for control engineers,Katsuhiko Ogata.,"Prentice Hall,",MON,Book,HardCopy,Physical Reserve,Uris,TJ213 .O33 2008,,,,,,,0,
Fall 2024,OLIN,OKU,36094,259277,Item Available at Reserve Desk,26-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924122704194,,Nonlinear systems,Hassan K. Khalil.,"Prentice Hall,",MON,Book,HardCopy,Physical Reserve,Uris,QA427 .K48x 2002,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36094,259278,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924086069428,http://proxy.library.cornell.edu/login?url=http://ebookcentral.proquest.com/lib/cornell/detail.action?docID=1894785,Optimal control and estimation,Robert F. Stengel.,"Dover Publications,",MON,Book,WebLink,E-Reserve,Math,Electronic Resource,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36094,259279,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,,http://proxy.library.cornell.edu/login?url=http://app.knovel.com/hotlink/toc/id:kpOCTAI00A/optimal-control-theory,Optimal control theory;an introduction,[by] Donald E. Kirk.,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,36094,260350,Item Available at Reserve Desk,09-Oct-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,31924004879361,,Principles of underwater sound,Robert J. Urick,McGraw-Hill,MON,Book,HardCopy,Physical Reserve,Mathematics Library,QC242.2 .U76 1983,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36094,259288,Item Available on Electronic Reserves,25-Aug-24,MAE,MAE 4810,Robot Perception,"Ferrari, Silvia; Kim, Choong Hee",,,https://resolver.ebscohost.com/Redirect/PRL?EPPackageLocationID=7191.1779911.5628784&epcustomerid=s9001366,Robot Motion Planning,Latombe,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,1,1
Fall 2024,OLIN,OKU,35902,257815,Item Available at Reserve Desk,13-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924104653377,,An introduction to the mathematics and methods of astrodynamics,Richard H. Battin,American Institute of Aeronautics and Astronautics,MON,Book,HardCopy,Physical Reserve,Uris Library,TL1050 .B35 1999,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35902,257812,Item Available on Electronic Reserves,12-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,,http://proxy.library.cornell.edu/login?url=https://link.springer.com/openurl?genre=book&isbn=978-3-662-50370-6,Celestial Mechanics and Astrodynamics: Theory and Practice,Pini Gurfil and P. Kenneth Seidelmann,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,1,2
Fall 2024,E-RESERVE,OKU,35902,257813,Item Available on Electronic Reserves,12-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,,http://proxy.library.cornell.edu/login?url=https://ebookcentral.proquest.com/lib/cornell/detail.action?docID=662360,Engineering dynamics : a comprehensive introduction,N. Jeremy Kasdin and Derek A. Paley,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257804,Item Available at Reserve Desk,13-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924098142064,,Fundamentals of astrodynamics,"[by] Roger R. Bate, Donald D. Mueller [and] Jerry E. White",Dover Publications,MON,Book,HardCopy,Physical Reserve,Uris Library,TL1050 .B33x 1971,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257805,Item Available at Reserve Desk,13-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924109785208,,Fundamentals of astrodynamics and applications,David A. Vallado ; with technical contributions by Wayne D. McClain,Springer,MON,Book,HardCopy,Physical Reserve,Uris Library,TL1050 .V35 2007,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257808,Item Available at Reserve Desk,21-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924131626370,,Fundamentals of celestial mechanics,J.M.A. Danby,Willmann-Bell,MON,Book,HardCopy,Physical Reserve,Olin Library,QB351 .D3 1988,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35902,257810,Item Available on Electronic Reserves,12-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,,http://proxy.library.cornell.edu/login?url=http://app.knovel.com/hotlink/toc/id:kpFSSE0001/fundamentals-of-space,Fundamentals of space systems,"Pisicane, Vincent L.",,MON,Book,WebLink,E-Reserve,,Electronic Resourcee,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257816,Item Available at Reserve Desk,13-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924119416471,,Modern spacecraft dynamics & control,Marshall H. Kaplan,J. Wiley,MON,Book,HardCopy,Physical Reserve,Uris Library,TL790 .K36 1976,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35902,257814,Item Available on Electronic Reserves,12-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924083851018,http://proxy.library.cornell.edu/login?url=https://ebookcentral.proquest.com/lib/cornell/detail.action?docID=3111491,Orbital and celestial mechanics,"John P. Vinti ; edited by Gim J. Der, Nino L. Bonavito.",American Institute of Aeronautics and Astronautics,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35902,257811,Item Available on Electronic Reserves,12-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,,http://proxy.library.cornell.edu/login?url=https://link.springer.com/openurl?genre=book&isbn=978-3-319-09444-1,Orbital Mechanics and Astrodynamics,Gerald R. Hintz,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35902,257806,Item Available on Electronic Reserves,12-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,,http://proxy.library.cornell.edu/login?url=http://dx.doi.org/10.1017/CBO9781139174817,Solar system dynamics,"Carl D. Murray, Stanley F. Dermott.","Cambridge University Press,",MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257817,Item Available at Reserve Desk,13-Aug-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924004832766,,Spacecraft dynamics,"Thomas R. Kane, Peter W. Likins, David A. Levinson",McGraw-Hill,MON,Book,HardCopy,Physical Reserve,Uris Library,TL1050 .K16,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257807,Item Available at Reserve Desk,25-Sep-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924116202734,,Spherical astronomy,Robin M. Green,Cambridge University Press,MON,Book,HardCopy,Physical Reserve,Uris Library,QB145 .G76 1985,,,,,,,0,
Fall 2024,OLIN,OKU,35902,257809,Item Available at Reserve Desk,18-Sep-24,MAE6720/ASTRO6579,MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),MAE6720/ASTRO6579 Advanced Astrodynamics (2024FA),"Savransky, Dmitry",,31924004470732,,Theoretical mechanics of particles and continua,"Alexander L. Fetter, John Dirk Walecka",McGraw-Hill,MON,Book,HardCopy,Physical Reserve,Library Annex,QA808.2 .F42,,,,,,,0,
